,Pokedex_number,Name,Evolution,Base_type,Secondary_type,Abilities,Generation,Legendary,Attack,Defense,Hp,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Against_bug,Against_dark,Against_dragon,Against_electric,Against_fairy,Against_fight,Against_fire,Against_flying,Against_ghost,Against_grass,Against_ground,Against_ice,Against_normal,Against_poison,Against_psychic,Against_rock,Against_steel,Against_water,Base_egg_steps,Base_happiness,Base_total,Capture_rate,Experience_growth
503,504,Patrat,Watchog,Normal,-,"['Run Away', 'Keen Eye', 'Analytic']",5.0,0.0,55,39,45,35,39,42,0.5,11.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840.0,70.0,255,255,1000000.0
504,505,Watchog,Unknown,Normal,-,"['Illuminate', 'Keen Eye', 'Analytic']",5.0,0.0,85,69,60,60,69,77,1.1,27.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120.0,70.0,420,255,1000000.0
505,506,Lillipup,Herdier,Normal,-,"['Vital Spirit', 'Pickup', 'Run Away']",5.0,0.0,60,45,45,25,45,55,0.4,4.1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840.0,70.0,275,255,1059860.0
506,507,Herdier,Unknown,Normal,-,"['Intimidate', 'Sand Rush', 'Scrappy']",5.0,0.0,80,65,65,35,65,60,0.9,14.7,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840.0,70.0,370,120,1059860.0
507,508,Stoutland,Stoutland,Normal,-,"['Intimidate', 'Sand Rush', 'Scrappy']",5.0,0.0,110,90,85,45,90,80,1.2,61.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840.0,70.0,500,45,1059860.0
508,509,Purrloin,Liepard,Dark,-,"['Limber', 'Unburden', 'Prankster']",5.0,0.0,50,37,41,50,37,66,0.4,10.1,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5120.0,70.0,281,255,1000000.0
509,510,Liepard,Unknown,Dark,-,"['Limber', 'Unburden', 'Prankster']",5.0,0.0,88,50,64,88,50,106,1.1,37.5,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5120.0,70.0,446,90,1000000.0
510,511,Pansage,Simisage,Grass,-,"['Gluttony', 'Overgrow']",5.0,0.0,53,48,50,53,48,64,0.6,10.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,316,190,1000000.0
511,512,Simisage,Unknown,Grass,-,"['Gluttony', 'Overgrow']",5.0,0.0,98,63,75,98,63,101,1.1,30.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,498,75,1000000.0
512,513,Pansear,Simisear,Fire,-,"['Gluttony', 'Blaze']",5.0,0.0,53,48,50,53,48,64,0.6,11.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,316,190,1000000.0
513,514,Simisear,Unknown,Fire,-,"['Gluttony', 'Blaze']",5.0,0.0,98,63,75,98,63,101,1.0,28.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,498,75,1000000.0
514,515,Panpour,Simipour,Water,-,"['Gluttony', 'Torrent']",5.0,0.0,53,48,50,53,48,64,0.6,13.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,316,190,1000000.0
515,516,Simipour,Unknown,Water,-,"['Gluttony', 'Torrent']",5.0,0.0,98,63,75,98,63,101,1.0,29.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,498,75,1000000.0
516,517,Munna,Musharna,Psychic,-,"['Forewarn', 'Synchronize', 'Telepathy']",5.0,0.0,25,45,76,67,55,24,0.6,23.3,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2560.0,70.0,292,190,800000.0
517,518,Musharna,Unknown,Psychic,-,"['Forewarn', 'Synchronize', 'Telepathy']",5.0,0.0,55,85,116,107,95,29,1.1,60.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2560.0,70.0,487,75,800000.0
518,519,Pidove,Tranquill,Normal,Flying,"['Big Pecks', 'Super Luck', 'Rivalry']",5.0,0.0,55,50,50,36,30,43,0.3,2.1,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,264,255,1059860.0
519,520,Tranquill,Unfezant,Normal,Flying,"['Big Pecks', 'Super Luck', 'Rivalry']",5.0,0.0,77,62,62,50,42,65,0.6,15.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,358,120,1059860.0
520,521,Unfezant,Unknown,Normal,Flying,"['Big Pecks', 'Super Luck', 'Rivalry']",5.0,0.0,115,80,80,65,55,93,1.2,29.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,488,45,1059860.0
521,522,Blitzle,Zebstrika,Electric,-,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",5.0,0.0,60,32,45,50,32,76,0.8,29.8,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,70.0,295,190,1000000.0
522,523,Zebstrika,Unknown,Electric,-,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",5.0,0.0,100,63,75,80,63,116,1.6,79.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,70.0,497,75,1000000.0
523,524,Roggenrola,Boldore,Rock,-,"['Sturdy', 'Weak Armor', 'Sand Force']",5.0,0.0,75,85,55,25,25,15,0.4,18.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,3840.0,70.0,280,255,1059860.0
524,525,Boldore,Unknown,Rock,-,"['Sturdy', 'Weak Armor', 'Sand Force']",5.0,0.0,105,105,70,50,40,20,0.9,102.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,3840.0,70.0,390,120,1059860.0
525,526,Gigalith,Gigalith,Rock,-,"['Sturdy', 'Sand Stream', 'Sand Force']",5.0,0.0,135,130,85,60,80,25,1.7,260.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,3840.0,70.0,515,45,1059860.0
526,527,Woobat,Swoobat,Psychic,Flying,"['Unaware', 'Klutz', 'Simple']",5.0,0.0,45,43,65,55,43,72,0.4,2.1,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,3840.0,70.0,323,190,1000000.0
527,528,Swoobat,Unknown,Psychic,Flying,"['Unaware', 'Klutz', 'Simple']",5.0,0.0,57,55,67,77,55,114,0.9,10.5,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,3840.0,70.0,425,45,1000000.0
528,529,Drilbur,Excadrill,Ground,-,"['Sand Rush', 'Sand Force', 'Mold Breaker']",5.0,0.0,85,40,60,30,45,68,0.3,8.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,5120.0,70.0,328,120,1000000.0
529,530,Excadrill,Unknown,Ground,Steel,"['Sand Rush', 'Sand Force', 'Mold Breaker']",5.0,0.0,135,60,110,50,65,88,0.7,40.4,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,5120.0,70.0,508,60,1000000.0
530,531,Audino,No hay,Normal,-,"['Healer', 'Regenerator', 'Klutz']",5.0,0.0,60,126,103,80,126,50,1.1,31.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120.0,70.0,545,255,800000.0
531,532,Timburr,Gurdurr,Fighting,-,"['Guts', 'Sheer Force', 'Iron Fist']",5.0,0.0,80,55,75,25,35,35,0.6,12.5,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,5120.0,70.0,305,180,1059860.0
532,533,Gurdurr,Conkeldurr,Fighting,-,"['Guts', 'Sheer Force', 'Iron Fist']",5.0,0.0,105,85,85,40,50,40,1.2,40.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,5120.0,70.0,405,90,1059860.0
533,534,Conkeldurr,Unknown,Fighting,-,"['Guts', 'Sheer Force', 'Iron Fist']",5.0,0.0,140,95,105,55,65,45,1.4,87.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,5120.0,70.0,505,45,1059860.0
534,535,Tympole,Palpitoad,Water,-,"['Swift Swim', 'Hydration', 'Water Absorb']",5.0,0.0,50,40,50,50,40,64,0.5,4.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,294,255,1059860.0
535,536,Palpitoad,Seismitoad,Water,Ground,"['Swift Swim', 'Hydration', 'Water Absorb']",5.0,0.0,65,55,75,65,55,69,0.8,17.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,5120.0,70.0,384,120,1059860.0
536,537,Seismitoad,Unknown,Water,Ground,"['Swift Swim', 'Poison Touch', 'Water Absorb']",5.0,0.0,95,75,105,85,75,74,1.5,62.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,5120.0,70.0,509,45,1059860.0
537,538,Throh,No hay,Fighting,-,"['Guts', 'Inner Focus', 'Mold Breaker']",5.0,0.0,100,85,120,30,85,45,1.3,55.5,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,5120.0,70.0,465,45,1000000.0
538,539,Sawk,No hay,Fighting,-,"['Sturdy', 'Inner Focus', 'Mold Breaker']",5.0,0.0,125,75,75,30,75,85,1.4,51.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,5120.0,70.0,465,45,1000000.0
539,540,Sewaddle,Swadloon,Bug,Grass,"['Swarm', 'Chlorophyll', 'Overcoat']",5.0,0.0,53,70,45,40,60,42,0.3,2.5,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,3840.0,70.0,310,255,1059860.0
540,541,Swadloon,Leavanny,Bug,Grass,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",5.0,0.0,63,90,55,50,80,42,0.5,7.3,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,3840.0,70.0,380,120,1059860.0
541,542,Leavanny,Unknown,Bug,Grass,"['Swarm', 'Chlorophyll', 'Overcoat']",5.0,0.0,103,80,75,70,80,92,1.2,20.5,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,3840.0,70.0,500,45,1059860.0
542,543,Venipede,Whirlipede,Bug,Poison,"['Poison Point', 'Swarm', 'Speed Boost']",5.0,0.0,45,59,30,30,39,57,0.4,5.3,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,3840.0,70.0,260,255,1059860.0
543,544,Whirlipede,Scolipede,Bug,Poison,"['Poison Point', 'Swarm', 'Speed Boost']",5.0,0.0,55,99,40,40,79,47,1.2,58.5,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,3840.0,70.0,360,120,1059860.0
544,545,Scolipede,Unknown,Bug,Poison,"['Poison Point', 'Swarm', 'Speed Boost']",5.0,0.0,100,89,60,55,69,112,2.5,200.5,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,5120.0,70.0,485,45,1059860.0
545,546,Cottonee,Whimsicott,Grass,Fairy,"['Prankster', 'Infiltrator', 'Chlorophyll']",5.0,0.0,27,60,40,37,50,66,0.3,0.6,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,5120.0,70.0,280,190,1000000.0
546,547,Whimsicott,Unknown,Grass,Fairy,"['Prankster', 'Infiltrator', 'Chlorophyll']",5.0,0.0,67,85,60,77,75,116,0.7,6.6,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,5120.0,70.0,480,75,1000000.0
547,548,Petilil,Lilligant,Grass,-,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",5.0,0.0,35,50,45,70,50,30,0.5,6.6,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,280,190,1000000.0
548,549,Lilligant,Unknown,Grass,-,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",5.0,0.0,60,75,70,110,75,90,1.1,16.3,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,480,75,1000000.0
549,550,Basculin,Basculegion,Water,-,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",5.0,0.0,92,65,70,80,55,98,1.0,18.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10240.0,70.0,460,25,1000000.0
550,551,Sandile,Krokorok,Ground,Dark,"['Intimidate', 'Moxie', 'Anger Point']",5.0,0.0,72,35,50,35,35,65,0.7,15.2,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,5120.0,70.0,292,180,1059860.0
551,552,Krokorok,Krookodile,Ground,Dark,"['Intimidate', 'Moxie', 'Anger Point']",5.0,0.0,82,45,60,45,45,74,1.0,33.4,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,5120.0,70.0,351,90,1059860.0
552,553,Krookodile,Unknown,Ground,Dark,"['Intimidate', 'Moxie', 'Anger Point']",5.0,0.0,117,80,95,65,70,92,1.5,96.3,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,5120.0,70.0,519,45,1059860.0
553,554,Darumaka,Darmanitan,Fire,-,"['Hustle', 'Inner Focus']",5.0,0.0,90,45,70,15,45,50,0.6,37.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,315,120,1059860.0
554,555,Darmanitan,Unknown,Fire,Fire,"['Sheer Force', 'Zen Mode']",5.0,0.0,30,105,105,140,105,55,1.3,92.9,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,540,60,1059860.0
555,556,Maractus,No hay,Grass,-,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",5.0,0.0,86,67,75,106,67,60,1.0,28.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,461,255,1000000.0
556,557,Dwebble,Crustle,Bug,Rock,"['Sturdy', 'Shell Armor', 'Weak Armor']",5.0,0.0,65,85,50,35,35,55,0.3,14.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,5120.0,70.0,325,190,1000000.0
557,558,Crustle,Unknown,Bug,Rock,"['Sturdy', 'Shell Armor', 'Weak Armor']",5.0,0.0,105,125,70,65,75,45,1.4,200.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,5120.0,70.0,485,75,1000000.0
558,559,Scraggy,Scrafty,Dark,Fighting,"['Shed Skin', 'Moxie', 'Intimidate']",5.0,0.0,75,70,50,35,70,48,0.6,11.8,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,3840.0,35.0,348,180,1000000.0
559,560,Scrafty,Unknown,Dark,Fighting,"['Shed Skin', 'Moxie', 'Intimidate']",5.0,0.0,90,115,65,45,115,58,1.1,30.0,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,3840.0,70.0,488,90,1000000.0
560,561,Sigilyph,No hay,Psychic,Flying,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",5.0,0.0,58,80,72,103,80,97,1.4,14.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,5120.0,70.0,490,45,1000000.0
561,562,Yamask,Cofagrigus,Ghost,-,['Mummy'],5.0,0.0,30,85,38,55,65,30,0.5,1.5,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,6400.0,70.0,303,190,1000000.0
562,563,Cofagrigus,Unknown,Ghost,-,['Mummy'],5.0,0.0,50,145,58,95,105,30,1.7,76.5,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,6400.0,70.0,483,90,1000000.0
563,564,Tirtouga,Carracosta,Water,Rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",5.0,0.0,78,103,54,53,45,22,0.7,16.5,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,7680.0,70.0,355,45,1000000.0
564,565,Carracosta,Unknown,Water,Rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",5.0,0.0,108,133,74,83,65,32,1.2,81.0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,7680.0,70.0,495,45,1000000.0
565,566,Archen,Archeops,Rock,Flying,['Defeatist'],5.0,0.0,112,45,55,74,45,70,0.5,9.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,7680.0,70.0,401,45,1000000.0
566,567,Archeops,Unknown,Rock,Flying,['Defeatist'],5.0,0.0,140,65,75,112,65,110,1.4,32.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,7680.0,70.0,567,45,1000000.0
567,568,Trubbish,Garbodor,Poison,-,"['Stench', 'Sticky Hold', 'Aftermath']",5.0,0.0,50,62,50,40,62,65,0.6,31.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,5120.0,70.0,329,190,1000000.0
568,569,Garbodor,Unknown,Poison,-,"['Stench', 'Weak Armor', 'Aftermath']",5.0,0.0,95,82,80,60,82,75,1.9,107.3,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,5120.0,70.0,474,60,1000000.0
569,570,Zorua,Zoroark,Dark,-,['Illusion'],5.0,0.0,65,40,40,80,40,65,0.7,12.5,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6400.0,70.0,330,75,1059860.0
570,571,Zoroark,Unknown,Dark,-,['Illusion'],5.0,0.0,105,60,60,120,60,105,1.6,81.1,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5120.0,70.0,510,45,1059860.0
571,572,Minccino,Cinccino,Normal,-,"['Cute Charm', 'Technician', 'Skill Link']",5.0,0.0,50,40,55,40,40,75,0.4,5.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840.0,70.0,300,255,800000.0
572,573,Cinccino,Unknown,Normal,-,"['Cute Charm', 'Technician', 'Skill Link']",5.0,0.0,95,60,75,65,60,115,0.5,7.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840.0,70.0,470,60,800000.0
573,574,Gothita,Gothorita,Psychic,-,"['Frisk', 'Competitive', 'Shadow Tag']",5.0,0.0,30,50,45,55,65,45,0.4,5.8,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,290,200,1059860.0
574,575,Gothorita,Gothitelle,Psychic,-,"['Frisk', 'Competitive', 'Shadow Tag']",5.0,0.0,45,70,60,75,85,55,0.7,18.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,390,100,1059860.0
575,576,Gothitelle,Unknown,Psychic,-,"['Frisk', 'Competitive', 'Shadow Tag']",5.0,0.0,55,95,70,95,110,65,1.5,44.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,490,50,1059860.0
576,577,Solosis,Duosion,Psychic,-,"['Overcoat', 'Magic Guard', 'Regenerator']",5.0,0.0,30,40,45,105,50,20,0.3,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,290,200,1059860.0
577,578,Duosion,Reuniclus,Psychic,-,"['Overcoat', 'Magic Guard', 'Regenerator']",5.0,0.0,40,50,65,125,60,30,0.6,8.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,370,100,1059860.0
578,579,Reuniclus,Unknown,Psychic,-,"['Overcoat', 'Magic Guard', 'Regenerator']",5.0,0.0,65,75,110,125,85,30,1.0,20.1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,490,50,1059860.0
579,580,Ducklett,Swanna,Water,Flying,"['Keen Eye', 'Big Pecks', 'Hydration']",5.0,0.0,44,50,62,44,50,55,0.5,5.5,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,5120.0,70.0,305,190,1000000.0
580,581,Swanna,Unknown,Water,Flying,"['Keen Eye', 'Big Pecks', 'Hydration']",5.0,0.0,87,63,75,87,63,98,1.3,24.2,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,5120.0,70.0,473,45,1000000.0
581,582,Vanillite,Vanillish,Ice,-,"['Ice Body', 'Snow Cloak', 'Weak Armor']",5.0,0.0,50,50,36,65,60,44,0.4,5.7,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120.0,70.0,305,255,1250000.0
582,583,Vanillish,Vanilluxe,Ice,-,"['Ice Body', 'Snow Cloak', 'Weak Armor']",5.0,0.0,65,65,51,80,75,59,1.1,41.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120.0,70.0,395,120,1250000.0
583,584,Vanilluxe,Unknown,Ice,-,"['Ice Body', 'Snow Warning', 'Weak Armor']",5.0,0.0,95,85,71,110,95,79,1.3,57.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120.0,70.0,535,45,1250000.0
584,585,Deerling,Sawsbuck,Normal,Grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",5.0,0.0,60,50,60,40,50,75,0.6,19.5,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,335,190,1000000.0
585,586,Sawsbuck,Unknown,Normal,Grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",5.0,0.0,100,70,80,60,70,95,1.9,92.5,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,475,75,1000000.0
