,Pokedex_number,Name,Evolution,Base_type,Secondary_type,Abilities,Number_of_Abilities,Combination,Generation,Legendary,Attack,Defense,Hp,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Against_bug,Against_dark,Against_dragon,Against_electric,Against_fairy,Against_fight,Against_fire,Against_flying,Against_ghost,Against_grass,Against_ground,Against_ice,Against_normal,Against_poison,Against_psychic,Against_rock,Against_steel,Against_water,Base_egg_steps,Base_happiness,Base_total,Capture_rate,Experience_growth
572,573,Cinccino,Final Form,Normal,-,"['Cute Charm', 'Technician', 'Skill Link']",3,"Normal, -",5.0,0.0,95,60,75,65,60,115,0.5,7.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840.0,70.0,470,60,800000.0
573,574,Gothita,Gothorita,Psychic,-,"['Frisk', 'Competitive', 'Shadow Tag']",3,"Psychic, -",5.0,0.0,30,50,45,55,65,45,0.4,5.8,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,290,200,1059860.0
574,575,Gothorita,Gothitelle,Psychic,-,"['Frisk', 'Competitive', 'Shadow Tag']",3,"Psychic, -",5.0,0.0,45,70,60,75,85,55,0.7,18.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,390,100,1059860.0
575,576,Gothitelle,Final Form,Psychic,-,"['Frisk', 'Competitive', 'Shadow Tag']",3,"Psychic, -",5.0,0.0,55,95,70,95,110,65,1.5,44.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,490,50,1059860.0
576,577,Solosis,Duosion,Psychic,-,"['Overcoat', 'Magic Guard', 'Regenerator']",3,"Psychic, -",5.0,0.0,30,40,45,105,50,20,0.3,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,290,200,1059860.0
577,578,Duosion,Reuniclus,Psychic,-,"['Overcoat', 'Magic Guard', 'Regenerator']",3,"Psychic, -",5.0,0.0,40,50,65,125,60,30,0.6,8.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,370,100,1059860.0
578,579,Reuniclus,Final Form,Psychic,-,"['Overcoat', 'Magic Guard', 'Regenerator']",3,"Psychic, -",5.0,0.0,65,75,110,125,85,30,1.0,20.1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,490,50,1059860.0
579,580,Ducklett,Swanna,Water,Flying,"['Keen Eye', 'Big Pecks', 'Hydration']",3,"Water, Flying",5.0,0.0,44,50,62,44,50,55,0.5,5.5,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,5120.0,70.0,305,190,1000000.0
580,581,Swanna,Final Form,Water,Flying,"['Keen Eye', 'Big Pecks', 'Hydration']",3,"Water, Flying",5.0,0.0,87,63,75,87,63,98,1.3,24.2,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,5120.0,70.0,473,45,1000000.0
581,582,Vanillite,Vanillish,Ice,-,"['Ice Body', 'Snow Cloak', 'Weak Armor']",3,"Ice, -",5.0,0.0,50,50,36,65,60,44,0.4,5.7,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120.0,70.0,305,255,1250000.0
582,583,Vanillish,Vanilluxe,Ice,-,"['Ice Body', 'Snow Cloak', 'Weak Armor']",3,"Ice, -",5.0,0.0,65,65,51,80,75,59,1.1,41.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120.0,70.0,395,120,1250000.0
583,584,Vanilluxe,Final Form,Ice,-,"['Ice Body', 'Snow Warning', 'Weak Armor']",3,"Ice, -",5.0,0.0,95,85,71,110,95,79,1.3,57.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120.0,70.0,535,45,1250000.0
584,585,Deerling,Sawsbuck,Normal,Grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",3,"Normal, Grass",5.0,0.0,60,50,60,40,50,75,0.6,19.5,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,335,190,1000000.0
585,586,Sawsbuck,Final Form,Normal,Grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",3,"Normal, Grass",5.0,0.0,100,70,80,60,70,95,1.9,92.5,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,475,75,1000000.0
586,587,Emolga,Final Form,Electric,Flying,"['Static', 'Motor Drive']",2,"Electric, Flying",5.0,0.0,75,60,55,75,60,103,0.4,5.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,5120.0,70.0,428,200,1000000.0
587,588,Karrablast,Escavalier,Bug,-,"['Swarm', 'Shed Skin', 'No Guard']",3,"Bug, -",5.0,0.0,75,45,50,40,45,60,0.5,5.9,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,315,200,1000000.0
588,589,Escavalier,Final Form,Bug,Steel,"['Swarm', 'Shell Armor', 'Overcoat']",3,"Bug, Steel",5.0,0.0,135,105,70,60,105,20,1.0,33.0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,3840.0,70.0,495,75,1000000.0
589,590,Foongus,Amoonguss,Grass,Poison,"['Effect Spore', 'Regenerator']",2,"Grass, Poison",5.0,0.0,55,45,69,55,55,15,0.2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,5120.0,70.0,294,190,1000000.0
590,591,Amoonguss,Final Form,Grass,Poison,"['Effect Spore', 'Regenerator']",2,"Grass, Poison",5.0,0.0,85,70,114,85,80,30,0.6,10.5,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,5120.0,70.0,464,75,1000000.0
591,592,Frillish,Jellicent,Water,Ghost,"['Water Absorb', 'Cursed Body', 'Damp']",3,"Water, Ghost",5.0,0.0,40,50,55,65,85,40,1.2,33.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,5120.0,70.0,335,190,1000000.0
592,593,Jellicent,Final Form,Water,Ghost,"['Water Absorb', 'Cursed Body', 'Damp']",3,"Water, Ghost",5.0,0.0,60,70,100,85,105,60,2.2,135.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,5120.0,70.0,480,60,1000000.0
593,594,Alomomola,Final Form,Water,-,"['Healer', 'Hydration', 'Regenerator']",3,"Water, -",5.0,0.0,75,80,165,40,45,65,1.2,31.6,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,10240.0,70.0,470,75,800000.0
594,595,Joltik,Galvantula,Bug,Electric,"['Compoundeyes', 'Unnerve', 'Swarm']",3,"Bug, Electric",5.0,0.0,47,50,50,57,50,65,0.1,0.6,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,5120.0,70.0,319,190,1000000.0
595,596,Galvantula,Final Form,Bug,Electric,"['Compoundeyes', 'Unnerve', 'Swarm']",3,"Bug, Electric",5.0,0.0,77,60,70,97,60,108,0.8,14.3,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,5120.0,70.0,472,75,1000000.0
596,597,Ferroseed,Ferrothorn,Grass,Steel,['Iron Barbs'],1,"Grass, Steel",5.0,0.0,50,91,44,24,86,10,0.6,18.8,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,5120.0,70.0,305,255,1000000.0
597,598,Ferrothorn,Final Form,Grass,Steel,"['Iron Barbs', 'Anticipation']",2,"Grass, Steel",5.0,0.0,94,131,74,54,116,20,1.0,110.0,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,5120.0,70.0,489,90,1000000.0
598,599,Klink,Klang,Steel,-,"['Plus', 'Minus', 'Clear Body']",3,"Steel, -",5.0,0.0,55,70,40,45,60,30,0.3,21.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,5120.0,70.0,300,130,1059860.0
599,600,Klang,Klinklang,Steel,-,"['Plus', 'Minus', 'Clear Body']",3,"Steel, -",5.0,0.0,80,95,60,70,85,50,0.6,51.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,5120.0,70.0,440,60,1059860.0
600,601,Klinklang,Final Form,Steel,-,"['Plus', 'Minus', 'Clear Body']",3,"Steel, -",5.0,0.0,100,115,60,70,85,90,0.6,81.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,5120.0,70.0,520,30,1059860.0
601,602,Tynamo,Eelektrik,Electric,-,['Levitate'],1,"Electric, -",5.0,0.0,55,40,35,45,40,60,0.2,0.3,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,70.0,275,190,1250000.0
602,603,Eelektrik,Eelektross,Electric,-,['Levitate'],1,"Electric, -",5.0,0.0,85,70,65,75,70,40,1.2,22.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,70.0,405,60,1250000.0
603,604,Eelektross,Final Form,Electric,-,['Levitate'],1,"Electric, -",5.0,0.0,115,80,85,105,80,50,2.1,80.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,70.0,515,30,1250000.0
604,605,Elgyem,Beheeyem,Psychic,-,"['Telepathy', 'Synchronize', 'Analytic']",3,"Psychic, -",5.0,0.0,55,55,55,85,55,30,0.5,9.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,335,255,1000000.0
605,606,Beheeyem,Final Form,Psychic,-,"['Telepathy', 'Synchronize', 'Analytic']",3,"Psychic, -",5.0,0.0,75,75,75,125,95,40,1.0,34.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,485,90,1000000.0
606,607,Litwick,Lampent,Ghost,Fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",3,"Ghost, Fire",5.0,0.0,30,55,50,65,55,20,0.3,3.1,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,5120.0,70.0,275,190,1059860.0
607,608,Lampent,Chandelure,Ghost,Fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",3,"Ghost, Fire",5.0,0.0,40,60,60,95,60,55,0.6,13.0,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,5120.0,70.0,370,90,1059860.0
608,609,Chandelure,Final Form,Ghost,Fire,"['Flash Fire', 'Flame Body', 'Infiltrator']",3,"Ghost, Fire",5.0,0.0,55,90,60,145,90,80,1.0,34.3,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,5120.0,70.0,520,45,1059860.0
609,610,Axew,Fraxure,Dragon,-,"['Rivalry', 'Mold Breaker', 'Unnerve']",3,"Dragon, -",5.0,0.0,87,60,46,30,40,57,0.6,18.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240.0,35.0,320,75,1250000.0
610,611,Fraxure,Haxorus,Dragon,-,"['Rivalry', 'Mold Breaker', 'Unnerve']",3,"Dragon, -",5.0,0.0,117,70,66,40,50,67,1.0,36.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240.0,35.0,410,60,1250000.0
611,612,Haxorus,Final Form,Dragon,-,"['Rivalry', 'Mold Breaker', 'Unnerve']",3,"Dragon, -",5.0,0.0,147,90,76,60,70,97,1.8,105.5,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240.0,35.0,540,45,1250000.0
612,613,Cubchoo,Beartic,Ice,-,"['Snow Cloak', 'Slush Rush', 'Rattled']",3,"Ice, -",5.0,0.0,70,40,55,60,40,40,0.5,8.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120.0,70.0,305,120,1000000.0
613,614,Beartic,Final Form,Ice,-,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",3,"Ice, -",5.0,0.0,130,80,95,70,80,50,2.6,260.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120.0,70.0,505,60,1000000.0
614,615,Cryogonal,Final Form,Ice,-,['Levitate'],1,"Ice, -",5.0,0.0,50,50,80,95,135,105,1.1,148.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,6400.0,70.0,515,25,1000000.0
615,616,Shelmet,Accelgor,Bug,-,"['Hydration', 'Shell Armor', 'Overcoat']",3,"Bug, -",5.0,0.0,40,85,50,40,65,25,0.4,7.7,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,305,200,1000000.0
616,617,Accelgor,Final Form,Bug,-,"['Hydration', 'Sticky Hold', 'Unburden']",3,"Bug, -",5.0,0.0,70,40,80,100,60,145,0.8,25.3,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,495,75,1000000.0
617,618,Stunfisk,Final Form,Ground,Electric,"['Static', 'Limber', 'Sand Veil']",3,"Ground, Electric",5.0,0.0,66,84,109,81,99,32,0.7,11.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,5120.0,70.0,471,75,1000000.0
618,619,Mienfoo,Mienshao,Fighting,-,"['Inner Focus', 'Regenerator', 'Reckless']",3,"Fighting, -",5.0,0.0,85,50,45,55,50,65,0.9,20.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,6400.0,70.0,350,180,1059860.0
619,620,Mienshao,Final Form,Fighting,-,"['Inner Focus', 'Regenerator', 'Reckless']",3,"Fighting, -",5.0,0.0,125,60,65,95,60,105,1.4,35.5,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,6400.0,70.0,510,45,1059860.0
620,621,Druddigon,Final Form,Dragon,-,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",3,"Dragon, -",5.0,0.0,120,90,77,60,90,48,1.6,139.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,7680.0,70.0,485,45,1000000.0
621,622,Golett,Golurk,Ground,Ghost,"['Iron Fist', 'Klutz', 'No Guard']",3,"Ground, Ghost",5.0,0.0,74,50,59,35,50,35,1.0,92.0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,6400.0,70.0,303,190,1000000.0
622,623,Golurk,Final Form,Ground,Ghost,"['Iron Fist', 'Klutz', 'No Guard']",3,"Ground, Ghost",5.0,0.0,124,80,89,55,80,55,2.8,330.0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,6400.0,70.0,483,90,1000000.0
623,624,Pawniard,Bisharp,Dark,Steel,"['Defiant', 'Inner Focus', 'Pressure']",3,"Dark, Steel",5.0,0.0,85,70,45,40,40,60,0.5,10.2,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,5120.0,35.0,340,120,1000000.0
624,625,Bisharp,Final Form,Dark,Steel,"['Defiant', 'Inner Focus', 'Pressure']",3,"Dark, Steel",5.0,0.0,125,100,65,60,70,70,1.6,70.0,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,5120.0,35.0,490,45,1000000.0
625,626,Bouffalant,Final Form,Normal,-,"['Reckless', 'Sap Sipper', 'Soundproof']",3,"Normal, -",5.0,0.0,110,95,95,40,95,55,1.6,94.6,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120.0,70.0,490,45,1000000.0
626,627,Rufflet,Braviary,Normal,Flying,"['Keen Eye', 'Sheer Force', 'Hustle']",3,"Normal, Flying",5.0,0.0,83,50,70,37,50,60,0.5,10.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5120.0,70.0,350,190,1250000.0
627,628,Braviary,Final Form,Normal,Flying,"['Keen Eye', 'Sheer Force', 'Defiant']",3,"Normal, Flying",5.0,0.0,123,75,100,57,75,80,1.5,41.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5120.0,70.0,510,60,1250000.0
628,629,Vullaby,Mandibuzz,Dark,Flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",3,"Dark, Flying",5.0,0.0,55,75,70,45,65,60,0.5,9.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,5120.0,35.0,370,190,1250000.0
629,630,Mandibuzz,Final Form,Dark,Flying,"['Big Pecks', 'Overcoat', 'Weak Armor']",3,"Dark, Flying",5.0,0.0,65,105,110,55,95,80,1.2,39.5,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,5120.0,35.0,510,60,1250000.0
630,631,Heatmor,Final Form,Fire,-,"['Gluttony', 'Flash Fire', 'White Smoke']",3,"Fire, -",5.0,0.0,97,66,85,105,66,65,1.4,58.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,484,90,1000000.0
631,632,Durant,Final Form,Bug,Steel,"['Swarm', 'Hustle', 'Truant']",3,"Bug, Steel",5.0,0.0,109,112,58,48,48,109,0.3,33.0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,5120.0,70.0,484,90,1000000.0
632,633,Deino,Zweilous,Dark,Dragon,['Hustle'],1,"Dark, Dragon",5.0,0.0,65,50,52,45,50,38,0.8,17.3,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,10240.0,35.0,300,45,1250000.0
633,634,Zweilous,Final Form,Dark,Dragon,['Hustle'],1,"Dark, Dragon",5.0,0.0,85,70,72,65,70,58,1.4,50.0,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,10240.0,35.0,420,45,1250000.0
634,635,Hydreigon,Final Form,Dark,Dragon,['Levitate'],1,"Dark, Dragon",5.0,0.0,105,90,92,125,90,98,1.8,160.0,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,10240.0,35.0,600,45,1250000.0
635,636,Larvesta,Volcarona,Bug,Fire,"['Flame Body', 'Swarm']",2,"Bug, Fire",5.0,0.0,85,55,55,50,55,60,1.1,28.8,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,10240.0,70.0,360,45,1250000.0
636,637,Volcarona,Final Form,Bug,Fire,"['Flame Body', 'Swarm']",2,"Bug, Fire",5.0,0.0,60,65,85,135,105,100,1.6,46.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,10240.0,70.0,550,15,1250000.0
637,638,Cobalion,Final Form,Steel,Fighting,['Justified'],1,"Steel, Fighting",5.0,1.0,90,129,91,90,72,108,2.1,250.0,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,20480.0,35.0,580,3,1250000.0
638,639,Terrakion,Final Form,Rock,Fighting,['Justified'],1,"Rock, Fighting",5.0,1.0,129,90,91,72,90,108,1.9,260.0,0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,20480.0,35.0,580,3,1250000.0
639,640,Virizion,Final Form,Grass,Fighting,['Justified'],1,"Grass, Fighting",5.0,1.0,90,72,91,90,129,108,2.0,200.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,20480.0,35.0,580,3,1250000.0
640,641,Tornadus,Final Form,Flying,-,"['Prankster', 'Defiant', 'Regenerator']",3,"Flying, -",5.0,1.0,100,80,79,110,90,121,1.5,63.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,30720.0,90.0,580,3,1250000.0
641,642,Thundurus,Final Form,Electric,Flying,"['Prankster', 'Defiant', 'Volt Absorb']",3,"Electric, Flying",5.0,1.0,105,70,79,145,80,101,1.5,61.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,30720.0,90.0,580,3,1250000.0
642,643,Reshiram,Final Form,Dragon,Fire,['Turboblaze'],1,"Dragon, Fire",5.0,1.0,120,100,100,150,120,90,3.2,330.0,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,30720.0,0.0,680,3,1250000.0
643,644,Zekrom,Final Form,Dragon,Electric,['Teravolt'],1,"Dragon, Electric",5.0,1.0,150,120,100,120,100,90,2.9,345.0,1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,30720.0,0.0,680,3,1250000.0
644,645,Landorus,Final Form,Ground,Flying,"['Sand Force', 'Sheer Force', 'Intimidate']",3,"Ground, Flying",5.0,1.0,145,90,89,105,80,91,1.5,68.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,30720.0,90.0,600,3,1250000.0
645,646,Kyurem,Final Form,Dragon,Ice,"['Pressure', 'Teravolt', 'Turboblaze']",3,"Dragon, Ice",5.0,1.0,120,90,125,170,100,95,3.0,325.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,30720.0,0.0,700,3,1250000.0
646,647,Keldeo,Final Form,Water,Fighting,['Justified'],1,"Water, Fighting",5.0,1.0,72,90,91,129,90,108,1.4,48.5,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,20480.0,35.0,580,3,1250000.0
647,648,Meloetta,Final Form,Normal,Psychic,['Serene Grace'],1,"Normal, Psychic",5.0,1.0,128,90,100,77,77,128,0.6,6.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30720.0,100.0,600,3,1250000.0
648,649,Genesect,Final Form,Bug,Steel,['Download'],1,"Bug, Steel",5.0,1.0,120,95,71,120,95,99,1.5,82.5,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,30720.0,0.0,600,3,1250000.0
649,650,Chespin,Quilladin,Grass,-,"['Overgrow', 'Bulletproof']",2,"Grass, -",6.0,0.0,61,65,56,48,45,38,0.4,9.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,313,45,1059860.0
650,651,Quilladin,Chesnaught,Grass,-,"['Overgrow', 'Bulletproof']",2,"Grass, -",6.0,0.0,78,95,61,56,58,57,0.7,29.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,405,45,1059860.0
